PID,Name,Title,PublicationType,ContentType,Language,Journal,JournalISSN,JournalEISSN,Status,Volume,Issue,HostPublication,StartPage,EndPage,Year,Edition,Pages,City,Publisher,Series,SeriesISSN,SeriesEISSN,ISBN,Urls,ISRN,DOI,ISI,PMID,ScopusId,NBN,LocalId,ArchiveNumber,Keywords,Categories,ResearchSubjects,Projects,Notes,Abstract,Opponents,Supervisors,Examiners,Patent,ThesisLevel,Credits,Programme,Subject,Uppsok,DefencePlace,DefenceLanguage,DefenceDate,CreatedDate,PublicationDate,LastUpdated
"836327","Persson, Ingrid [ipr]","""Är glad att det är över"" : studenters upplevelser av grupparbete och handledning","Konferensbidrag","Refereegranskat","swe","","","","published","","","","","","2008","","","Kalmar","NSHU","","","","","","","","","","","urn:nbn:se:bth-8594","oai:bth.se:forskinfo2057D41B8BD188DEC125745F00365A86","","didaktik;professionell handledning;grupparbete;projektarbete;loggbok;översiktlig planering;studenters lärande ","Pedagogik (50301);Samhällsbyggnadsteknik (201)","","","publicering i elektronisk form under augusti 2008 i konferensrapporten ""Lärande i en ny tid - samtal om undervisning i högre utbildning"" NU2008","<p>Syftet med studien var att undersöka studenters upplevelser av grupparbete och handledning, samt att diskutera eventuella förbättringar i en obligatorisk planeringskurs under tredje årskursen av Mastersprogrammet Fysisk Planering på Blekinge Tekniska Högskola, Karlskrona. Tidigare studenter har påpekat brister i såväl grupparbetet som arbetsform som i handledningens omfattning och inriktning. I kursen översiktlig planering ska studenterna få förståelse för övergripande planeringsfrågor genom att projektarbeta i av läraren utsedda grupper under en längre tid. Grupperna ska föra loggbok efter vissa givna förutsättningar. Schemalagda grupphandledningar förekommer vid ett antal tillfällen. Empirin består av en webbaserad kvalitativ studentenkät, med öppna frågor, utförd i januari 2007. Denna studie kompletterar den ordinarie kursutvärderingen. Svarsfrekvensen för den kompletterande enkäten var 61 % och för den ordinarie kursutvärderingen 46 % (28 respektive 21 av 46 studenter). Frågorna i studien delades in i tre delar; grupparbete, handledning och studenternas samlade erfarenheter av kursen. Studenter har synpunkter på gruppkonflikter, samarbetet i stort, skillnad i ambitionsnivå och roller och relationer. Brister i handledningen beskrivs av studenter bero dels på tidsbrist dels på oklart innehåll. Studenter upplever osäkerhet i förhållande till gruppdynamik och projektarbete som arbetsform. Några problembilder som diskuteras i analysen är synen på arbetsfördelning, process, rollfördelning och konflikthantering. Hur kan undervisningen bidra till att förbättra studenternas lärprocess? Med stöd i aktuell pedagogisk forskning diskuteras de utmaningar som kan finnas i undervisning av heterogena grupper. Grupparbetets funktion i lärprocessen diskuteras utifrån exempel på pedagogiska överväganden. Teoretiska utgångspunkter är den forskning som presenterats av Biggs (2003), Edwardsson Stiwne (2007), Gustafsson (2006), Hedin (2006), Hård af Segerstad (2007), Lindén (2005), Lindberg-Sand (2005) och Bjuremark (2005). Fokus har varit på professionell handledning och utfallet av studenternas lärande kan antas bli olika beroende på om läraren uppfattar sitt uppdrag som att dela med sig av sina kunskaper eller att utmana studenterna och deras kunskaper (Gustafsson, 2006). Tidigare yrkesverksamma som går in som lärare på högskolan behöver förändra sitt perspektiv och inta ett kritiskt förhållningssätt till den tidigare yrkesidentitetens normer och värderingar för att kunna problematisera, vidareutveckla och förändra sin förståelse av tidigare erfarenheter och för att kunna utveckla en ny yrkesidentitet. I studien diskuteras, med utgångspunkt i studenternas förslag på förbättringar och med stöd av litteraturen, åtgärder på kortare och längre sikt. Förslagen på förbättringar utgår dels från studentförslag dels från egen reflektion kring enkätresultatet. Eftersom grupparbete förekommer under hela utbildningen kan det finnas anledning att gradvis bygga upp mer systematisk kunskap om projektarbetsmetoder genom utbildningen. För att utveckla handledarrollen behöver vi i lärarlaget fördjupa diskussionen och reflektionen om vad vi tar upp i handledning, hur vi gör det och när vi gör det och viktigast av allt - varför vi gör det. Det går inte att förutsätta att professionella yrkesutövare automatiskt kan flytta över sina pedagogiska erfarenheter från den professionella praktiken till undervisningspraktiken.</p>;<p>Syftet är att undersöka studenternas upplevelser av grupparbete och handledning under kursen i planering på översiktlig nivå och att diskutera eventuella förbättringar av kursen utifrån studenternas lärande. Teoretiska utgångspunkter är bl.a. (Hedin, 2006), Nilsson (2005), Lindén (2005) och Lindberg-Sand (2005)</p>","","","","","","","","","","","","","2008-06-05","2012-09-18","2015-06-30"
"1011295","Pettersson, Annelie [annpet] (Luleå tekniska universitet [873550], Institutionen för ekonomi, teknik och samhälle [875005], Industriell Ekonomi [875020])","Mätning av effektivitet i en försörjningskedja","Konferensbidrag","Övrigt vetenskapligt","swe","","","","","","","PLANs Forsknings- och tillämpningskonferens 2012 : Logistik i praktisk tillämpning","67","79","2012","","","Stockholm","Logistikföreningen Plan","","","","","","","","","","","urn:nbn:se:ltu:diva-37797","bec7b312-3c25-4c67-970d-f51bcf82bc68","","","Produktionsteknik, arbetsvetenskap och ergonomi (20307)","Industrial Logistics","","<p>Godkänd; 2012; 20121023 (ysko)</p>","<p>Organisationer fokuserar på att ha en effektiv försörjningskedja för att öka företagets resultat. Hur mäts effektivitet i en försörjningskedja? Den här artilkeln handlar om effektivitet i en försörjningskedjat och hur detta kan mätas. Fokus ligger på att identifiera och föreslå en modell som kan användas för att mäta effektivitet i en försörjningskedja. Resultatet från en studie av 30 företag i syfte att undersöka hur företag i tio olika branscher arbetar med effektivitet i försörjningskedjan ligger till grund för modellen. Artikeln föreslår en model eller ett index, som bygger på en kombination av den totala kostnaden för försörjningskedjan och kundnöjdhet.</p>","","",""," ","","","","","","","","","2016-10-03","2016-10-03","2018-01-04"
"1007274","Pettersson, Annelie [annpet] (Luleå tekniska universitet [873550], Institutionen för ekonomi, teknik och samhälle [875005], Industriell Ekonomi [875020])","Mätning av totalkostnaden i en försörjningskedja","Konferensbidrag","Övrigt vetenskapligt","swe","","","","","","","PLANs Forsknings- och tillämpningskonferens 2011 – Logistik i praktisk tillämpning","53","69","2011","","","Stockholm","Logistikföreningen Plan","","","","978-91-976444-5-7","","","","","","","urn:nbn:se:ltu:diva-34025","81f4b5a7-e2b7-4c77-b99b-dcea2aaba926","","","Produktionsteknik, arbetsvetenskap och ergonomi (20307)","Industrial Logistics","","<p>Godkänd; 2011; 20111005 (ysko); 2017-05-10 Nedladdad 1 186 gånger t.o.m. september 2016. För nedladdningsstatisik efter september 2016, se ovan. (marisr)</p>","<p>Företag fokuserar på att minska kostnader i försörjningsskedjan och att öka nettovinsten. För att kunna minska kostnaderna behöver företaget veta hur man mäter den totala kostnaden i en försörjningskedja (TKIF). Denna artikel handlar om TKIF och hur mätningar av TKIF kan användas inom industrin. I underlaget presenteras en modell för att mäta TKIF. Fokus ligger också på att identifiera skillnaden mellan TKIF baserat på en beräknad standardkostnad jämfört med den faktiska kostnaden. Representanter från 30 företag i tio olika branscher har intervjuats om hur de mäter kostnader i försörjningskedjan. En fallstudie beskriver och visar skillnaden i mätning av totalkostnaden i en försörjningskedja baserat på standardkostnader och baserat på den faktiska kostnaden.</p>","","",""," ","","","","","","","","","2016-09-30","2016-09-30","2018-03-13"
"517381","Pettersson, Karl [karpe16] (Fluida och mekatroniska system [8250]) (Tekniska högskolan [1751])","Optimering av komplexa hydraulmekaniskatransmissioner för hjullastare","Konferensbidrag","Övrigt vetenskapligt","swe","","","","","","","Hydraulikdagarna 2012","","","2012","","","Linköping","","","","","","","","","","","","urn:nbn:se:liu:diva-76889","","","Power-split;Optimering;Hjullastare;Energieffektivitet","Maskinteknik (203)","","","","<p>Under de senaste åren har utvecklingen av nya energieffektivare transmissioner för tunga fordon tagit fart. Krav på mindreutsläpp och lägre bränsleförbrukning driver utvecklingen av nya komplexa drivlinor samt olika typer av hybridisering. Enlovande lösning för hjullastare är den så kallade power-split tekniken, där en hydrostatisk transmission används parallelltmed en mekanisk drivning. En väldesignad power-split transmission kan utnyttja det bästa från båda världar samt ge utökademöjligheter till en mer effektiv styrning av förbränningsmotorn. Genom att utnyttja flera moder (växlingssteg) kan växellådananpassas för tyngre fordon, samt minska energiförbrukningen eftersom högre andel effekt kan överföras mekaniskt. Flermoder öppnar upp fler frihetsgrader för hur transmissionen designas. Med hjälp av optimering kan denna process automatiserasför att på bästa sätt anpassas till lastfallet för hjullastaren. Artikeln presenterar en metod för optimal design av ettkomplext hydraulmekaniskt power-split koncept med energieffektivitet som utgångspunkt.</p>","","","","","","","","","","","","","2012-04-23","2012-06-13","2012-06-13"
"801430","Pettersson, Karl [karpe16] (Linköpings universitet [276], Institutionen för ekonomisk och industriell utveckling [313], Fluida och mekatroniska system [8250]) (Linköpings universitet [276], Tekniska högskolan [1751]) (Driveline Systems, Volvo Construction Equipment, Eskilstuna, Sverige);Heybroek, Kim [kimhe47] (Linköpings universitet [276], Institutionen för ekonomisk och industriell utveckling [313], Fluida och mekatroniska system [8250]) (Linköpings universitet [276], Tekniska högskolan [1751]) (Emerging Technologies, Volvo Construction Equipment, Eskilstuna, Sverige)","Hydrauliskt hybridsystem för anläggningsmaskiner : Delat energilager är dubbelt energilager","Konferensbidrag","Övrigt vetenskapligt","swe","","","","","","","","","","2015","","","","","","","","","","","","","","","urn:nbn:se:liu:diva-116894","","","","Annan maskinteknik (20399)","","","","<p>Artikeln presenterar ett nytt innovativt hydrauliskt hybridkoncept med power-split transmission och delad hydraulisk krets med arbetsfunktionerna. Systemet är sekundärreglerat med direkt koppling till ett hydrauliskt energilager. Detta ger full frihet att överföra energi mellan drivlina, arbetsfunktioner och energilager i samtliga riktningar. En anläggningsmaskin medbåde framdrivning och arbetsfunktioner är ett komplext kopplat rörelsesystem och ett effektivt hybridkoncept måste därmed ta hänsyn till båda delsystemen. I sekundärreglerade system sker transformeringen av effekt i huvudsak vid lastsidan, detvill säga från hydraulisk effekt till mekanisk effekt. Sekundärreglering passar därför för hybridisering av maskiner med flera hydrauliska delsystem eftersom den hydrauliska kretsen kan användas gemensamt av systemen utan att använda strypventiler.Därmed blir även energilagret tillgängligt för delsystemen utan ytterligare effekttransformering.</p>","","","","","","","","","","","","","2015-04-09","2015-04-09","2015-04-20"
"521380","Pontén, Bengt [bpo] (Högskolan Dalarna [7306], Akademin Industri och samhälle [9402], Arbetsvetenskap [9454]);Andersson, Ing-Marie;Hedlund, Ann [aea] (Högskolan Dalarna [7306], Akademin Industri och samhälle [9402], Arbetsvetenskap [9454]);Rosén, Gunnar;Åteg, Mattias","Nyttan som utgångspunkt för interaktivt arbetsmiljöarbete","Konferensbidrag","Övrigt vetenskapligt","swe","","","","","","","50. Nordisk arbetsmiljökonferens","","","2004","","","Reykjavik","","","","","","","","","","","","urn:nbn:se:du-793","","","","Produktionsteknik, arbetsvetenskap och ergonomi (20307)","","","","","","","","","","","","","","","","","2004-12-22","2004-12-22","2021-06-03"
"1011212","Pålsson, Bertil [palle] (Luleå tekniska universitet [873550], Institutionen för samhällsbyggnad och naturresurser [875006], Industriell miljö- och processteknik [875039])","Förändrad och internationaliserad utbildning mineralteknik och processmetallurgi vid Ltu","Konferensbidrag","Övrigt vetenskapligt","swe","","","","","","","Konferens i mineralteknik","","","2005","","","","Föreningen Mineralteknisk Forskning / Swedish Mineral Processing Research Association","Meddelande från MinFo","0280-5480","","","","","","","","","urn:nbn:se:ltu:diva-37714","bd2c8be0-b143-11db-bf9d-000ea68e967b","","","Metallurgi och metalliska material (20506)","Mineral Processing","","Godkänd; 2005; 20070122 (ysko)","<p>Under senare år har utbildningsprogrammet Kemiteknik vid LTU fått stora problem med rekryteringen av studenter. ""Vanlig"" rekrytering med mässor, broschyrer och via officiella Web-sidor fungerar dåligt. För gruv- och mineralbranschen är det allvarligt eftersom specialiseringen i mineralteknik och processmetallurgi hämtar sina studenter från Kemiteknik. Nu förändras grundutbildningen för att passa in i en Bologna-modell med 3 års grundutbildning följt av 2 år i ett master-program. Resultatet är en civilingenjörsutbildning i Kemiteknisk design, där de sista åren också finns inom internationella master-utbildningar. En av dessa heter Minerals and Metallurgical Engineering.</p>","","",""," ","","","","","","","","","2016-10-03","2016-10-03","2023-09-06"
"1008765","Pålsson, Bertil [palle] (Luleå tekniska universitet [873550], Institutionen för samhällsbyggnad och naturresurser [875006], Industriell miljö- och processteknik [875039])","Mineralteknik : aktuellt om utbildning och forskning","Konferensbidrag","Övrigt vetenskapligt","swe","","","","","","","Conference in Minerals Engineering","97","106","2008","","","Luleå","Luleå tekniska universitet","Teknisk rapport / Luleå tekniska universitet","1402-1536","1402-1536","","","","","","","","urn:nbn:se:ltu:diva-35512","a0fdaef0-f377-11dc-b9d9-000ea68e967b","","","Metallurgi och metalliska material (20506)","Mineral Processing","","Godkänd; 2008; 20080316 (palle)","<p>Utbildningsprogrammet i Kemiteknik har genom anpassning till Bologna-modellen fått en struktur, som gör det möjligt att samverka med andra utbildningsprogram och Master-program inom specialiseringen för mineralteknik och processmetallurgi. Eftersom gruvbranschen upptäckt att det behövs utbildade medarbetare har även efterfrågan på kortare utbildningar ökat. Forskningen börjar kunna utnyttja att branschen har framgångsrikt verkat för forskningsprogram med relevans för mineralteknik och metallurgi. Mineralteknik börjar rekrytera nya forskarstuderande och kan med industrins hjälp åter bli ett aktivt kunskapscentrum för gruvbranschen.</p>","","",""," ","","","","","","","","","2016-09-30","2016-09-30","2023-09-06"
"1001004","Pålsson, Bertil [palle] (Luleå tekniska universitet [873550], Institutionen för samhällsbyggnad och naturresurser [875006], Industriell miljö- och processteknik [875039])","Mineralteknikutbildning i framtiden - en virtuell upplevelse?","Konferensbidrag","Övrigt vetenskapligt","swe","","","","","","","Konferens i mineralteknik","","","2004","","","","Föreningen Mineralteknisk Forskning / Swedish Mineral Processing Research Association","Meddelande från MinFo","0280-5480","","","","","","","","","urn:nbn:se:ltu:diva-27813","15dbcb20-b144-11db-bf9d-000ea68e967b","","","Metallurgi och metalliska material (20506)","Mineral Processing","","Godkänd; 2004; 20070122 (ysko)","","","",""," ","","","","","","","","","2016-09-30","2016-09-30","2023-09-06"
"1386022","Rothhämel, Mirja [mirrot] (Luleå tekniska universitet [873550], Institutionen för samhällsbyggnad och naturresurser [875006], Geoteknologi [875041]);Laue, Jan [janlau] (Luleå tekniska universitet [873550], Institutionen för samhällsbyggnad och naturresurser [875006], Geoteknologi [875041]);Rosenberg, Matthias (TU Braunschweig)","Terrasstabilisering i nordiskt klimat","Konferensbidrag","Övrigt vetenskapligt","swe","","","","","","","Grundläggningsdagen 2018 : stött och blött","183","198","2018","","","","Svenska geotekniska föreningen","","","","","","","","","","","urn:nbn:se:ltu:diva-77436","","","subsoil;stabilization;hydraulic binder;clay;freeze/thaw;cold climate;jordstabilisering;hydraulisk bindemedel;lera;frysning/tining;frys/tö","Geoteknik (20106)","Soil Mechanics","","","<p>Terrasstabilisering används fortfarande lite i Sverige, trots att idén är gammal och användningen är stor runt om i världen. Osäkerheten om frostpåverkan på stabiliserat jordmaterial är en huvudanledning för detta. Det här forsknings-projektet riktar sig mot att studera frost-stabiliteten av stabiliserad jord i de fall där stabiliseringen har skett med hydrauliska bindemedel, alltså kalk, cement, eller industriella restprodukter med liknande egenskaper, som t.ex. flygaska eller slagg. Resultat från labb-försök visar att en hållfasthetstillväxt sker även vid låga temperaturer och att hållfastheten direkt efter frys-tö-påverkan fortfarande är högre än hos det ursprungliga ostabiliserade materialet. Även en viss efter-härdning verkar ske. Generella slutsatsen är att terrasstabilisering kan löna sig även i nordiskt klimat.</p>;<p>Subsoil stabilisation is only seldom applied in Sweden in spite of the fact that the idea is already old and used all over the world. One main reason for this is the uncertainty about the frost-stability of the stabilised soil material. This research project focusses on frost-resistance of soil stabilised with hydraulic binder, meaning lime, cement or industrial residual products, e.g. fly-ash or slag. Lab experiments showed increasing strength even at low temperature. Moreover, the strength directly after freeze-thaw still exceeds the non-stabilised soil. In addition, the experiments indicate a hardening process even after freeze-thaw cycles. The general conclusion is that subsoil stabilisation can be worthwhile even in Nordic climate.</p>","","","","","","","","","","","","","2020-01-16","2020-01-16","2022-10-31"
"916150","Rydberg, Karl-Erik [karry61] (Linköpings universitet [276], Institutionen för ekonomisk och industriell utveckling [313], Fluida och mekatroniska system [8250]) (Linköpings universitet [276], Tekniska fakulteten [872902])","<em>Energy Efficient Hydraulics</em> : <em>System solutions for loss minimization</em>","Konferensbidrag","Övrigt vetenskapligt","swe","","","","","","","Hydraulikdagar i Linköping 2015","","","2015","","","","","","","","","","","","","","","urn:nbn:se:liu:diva-126664","","","","Maskinteknik (203)","","","","<p>The development of hydraulic components and systems concept has in recent decades been a clear focus on</p><p>energy efficiency and controllability. With today's components, such as electrically-driven pumps, motors and</p><p>valves, and electronic control systems have hydraulic technology flexibility significantly increased, which has</p><p>provided unique opportunities to build energy-efficient hydraulic system with good controllability. The</p><p>implementation of energy efficient systems is not simple, as it requires that the system concept closely matched</p><p>to the machine / vehicle primary power source, cycle and performance requirements, and that the hydraulic</p><p>system is integrated with the system's mechanical units so that frictional losses are minimized.</p><p>This article analyses some system solutions for mobile and industrial applications with regard to their energy</p><p>saving potential. Conventional systems are compared with energy-efficient systems and both valve and</p><p>pump-controlled mobile systems studied. Industrial system solutions discussed, especially the energy saving</p><p>potential of modern supply units offer. Use of accumulators for energy storage and energy recovery as well as</p><p>the hydraulic impact on system efficiency, are further examples of areas treated. Analysis shows that a plurality</p><p>of applications has a power budget potential of 20 - 50%, compared with the conventional system. In some</p><p>industrial systems can supply-units with speed-controlled fixed pumps and accumulator battery providing</p><p>energy savings up to 80%.</p>","","","","","","","","","","","","","2016-04-01","2016-04-01","2016-04-01"
"369716","Rönn, Magnus [u1pr5f74] (KTH [177], Skolan för arkitektur och samhällsbyggnad (ABE) [5850], Arkitektur [5851]) (arc•plan)","Kritik, bedömning och beslut i arkitektur och stadsbyggnad : hur utses vinnare i arkitekturtävlingar","Konferensbidrag","Refereegranskat","swe","","","","","","","","59","83","2009","","","Göteborg","Gothenburg Research Institute","","","","","","","","","","","urn:nbn:se:kth:diva-26074","","","Arkitekturtävling;Arkitektonisk kvalitet;Kriterier;Bedömning;Arkitekturkritik;Gestaltningsproblem;Tävlingsförslag","Arkitekturteknik (20101)","","","QC 20101115","<p>Det finns tre syften med föreliggande artikel. För det första vill jag klargöra begreppet arkitektonisk kvalitet och hur detta nyckelbegrepp kommer till uttryck i arkitektur och stadsbyggnad. För det andra är avsikten att undersöka hur kvalitetsfrågor prövas i arkitekturtävlingar. För det tredje skall jag presentera en bedömningsteori som diskuterar hur professionella jurymedlemmar utnyttjar kritik som grund för valet av vinnare i tävlingar.</p><p>Kvalitetsbedömningen av tävlingsbidragen utgår från ett dialogbaserat förhållningssätt. Det finns en kärna av frågor inbäddade i kriterier som professionella juryledamöter använder för att identifiera förtjänster, oklarheter och brister i förslagen. Kvaliteterna klargörs i en arkitekturkritisk bedömningsprocess som följer ett typiskt mönster.</p><p>Forskningsresultatet baseras på studier av tävlingsdokument och intervjuer av 18 erfarna praktiker från Sverige, Danmark, Norge och Finland med förstahandserfarenheter från flera hundra arkitekturtävlingar. Informanterna representerar tävlingssystemets tre nyckelaktörer: arrangören, tävlande arkitekter och arkitektorganisationen, som förvaltar tävlingskulturen. Kompletterande data kommer från litteraturstudier. Forskningsresultatet presenteras som en teori om kvalitetsbedömningar som beskriver, tolkar och förklarar hur arkitekter går till väga för att kunna peka ut en bästa helhetslösning på tävlingsuppgiften.</p>","","","","","","","","","","","","","2010-11-11","2010-11-15","2022-06-25"
"1004631","Sandberg, Dick [dicsan] (äxjö University, School of Technology and Design, Sweden);Johansson, Jimmy (äxjö University, School of Technology and Design, Sweden)","A New method for bending solid wood – high frequency heating of beech","Konferensbidrag","Refereegranskat","swe","","","","","","","Hardwood research and utilisation in Europe : new challanges","156","161","2005","","","Sopron","University of West Hungary Press","","","","","","","","","","","urn:nbn:se:ltu:diva-31397","590d995c-aab1-414a-b6f2-8fb6cc92da42","","","Annan maskinteknik (20399)","","","<p>Upprättat; 2005; 20140930 (dicsan)</p>","","","",""," ","","","","","","","","","2016-09-30","2016-09-30","2022-10-13"
"1012079","Sandström, Åke [aksa] (Luleå tekniska universitet [873550], Institutionen för samhällsbyggnad och naturresurser [875006], Industriell miljö- och processteknik [875039]);Sundkvist, Jan-Eric (Boliden Mineral AB);Södermark, Gunnar (Boliden Contech)","Biometech, Centre of Excellence : en förstudie","Konferensbidrag","Övrigt vetenskapligt","swe","","","","","","","Konferens i mineralteknik","","","2002","","","","Föreningen Mineralteknisk Forskning / Swedish Mineral Processing Research Association","Meddelanden från MinFo","0280-5480","","","","","","","","","urn:nbn:se:ltu:diva-38579","d04f1350-b143-11db-bf9d-000ea68e967b","","","Metallurgi och metalliska material (20506)","Process Metallurgy","","Godkänd; 2002; 20070117 (ysko)","<p>På uppdrag av Skellefteå kommun pågår en studie som avser möjligheten att skapa ett forsknings- och utvecklingscenter i norra Sverige. Ett så kallat ""Centre of Excellence"". Centret ska vara inriktat på forskning och utveckling av hydrometallurgiska processer, med särskild inriktning på biohydrometallurgi. Studien genomförs i samarbete med Umeå Universitet, Luleå tekniska Universitet och Boliden Mineral. Centret planeras bli en självständig juridisk enhet med egna anläggningar för forskning och utveckling. Samtidigt är tanken att centret ska samarbeta intimt med institut och universitet. Målsättningen är också att knyta högre utbildning till centret. I studien ingår byggandet av en hydrometallurgisk demonstrationsanläggning placerad i Boliden. Anläggningen planeras bli i en sådan skala och omfattning att den tillåter utveckling och demonstration av olika processer för en mängd olika produkter. Idén är att olika företag och organisationer ska kunna använda centret med dess resurser, för att utveckla och demonstrera processer tekniskt, miljömässigt och ekonomiskt.</p>","","",""," ","","","","","","","","","2016-10-03","2016-10-03","2023-09-06"
"698267","Schedin, Staffan [stsc0001] (Institutionen för tillämpad fysik och elektronik [870]);Hassan, Osama [osha0008] (Institutionen för tillämpad fysik och elektronik [870])","Modell för arbetsintegrerat lärande på högskoleingenjörsutbildning","Konferensbidrag","Refereegranskat","swe","","","","","","","","92","94","2013","","","Umeå","Umeå universitet","","","","","","","","","","","urn:nbn:se:umu:diva-86270","","","Arbetsintegrerat lärande;socio-kulturellt perspektiv;näringsliv;ingenjörsutbildning.","Teknik och teknologier (2)","","","","<p>Vi beskriver en nyligen införd modell för arbetsintegrerat lärande (AIL) eller co-op (co-operative education) på högskoleingenjörsprogrammen i maskinteknik respektive elektro- och datorteknik. Modellen innebär att genom samverkan med företag i närregionen erbjuda och garantera ett antal programstudenter feriearbeten under två perioder, samt examensarbeten. I modellen ingår också företagsanknutna projektarbeten och en studieresa. Upplägget förväntas bidra till positiva effekter för samtliga parter, för utbildningsprogrammen, för samarbetsföretagen samt för studenterna. Vi förklarar även hur arbetsintegrerat lärande stöds av vedertagna lärandeteorier.<strong> </strong></p>","","","","","","","","","","","","","2014-02-21","2014-02-21","2018-06-08"
"505150","Schedin, Staffan [stsc0001] (Institutionen för tillämpad fysik och elektronik [870]);Holmgren, Ulf [ulho0001] (Institutionen för tillämpad fysik och elektronik [870])","Black-box metoden för utvärdering av måluppfyllelse och utveckling av programstruktur för ingenjörsutbildning","Konferensbidrag","Övrig (populärvetenskap, debatt, mm)","swe","","","","","","","","","","2009","","","","","","","","","","","","","","","urn:nbn:se:umu:diva-52491","","","utbildningplan;ingenjörsprogram;kvalitetsarbete;programanalys;CDIO-initiativet","Teknik och teknologier (2)","","","","<p>Vi beskriver hur ”Black-box metoden” används i utvecklingsarbetet med ingenjörsprogram vid Tekniska högskolan, Umeå universitet. Exempel ges på praktiskt genomförande och hur resultaten kan användas i programutvecklingsarbetet.</p>","","","","","","","","","","","","","2012-02-23","2012-02-24","2018-06-08"
"1008432","Segerstedt, Anders [anderss] (Luleå tekniska universitet [873550], Institutionen för ekonomi, teknik och samhälle [875005], Industriell Ekonomi [875020])","Produkter i arbete : praktiskt värsta utfall!?","Konferensbidrag","Övrigt vetenskapligt","swe","","","","","","","PLANs Forsknings- och tillämpningskonferens 2011 – Logistik i praktisk tillämpning","185","197","2011","","","Stockholm","Logistikföreningen Plan","","","","978-91-976444-5-7","","","","","","","urn:nbn:se:ltu:diva-35180","999b29dd-73c1-4c9a-a5f8-07813f1b84b3","","","Produktionsteknik, arbetsvetenskap och ergonomi (20307)","Industrial Logistics","","Godkänd; 2011; 20111005 (ysko)","<p>I ett förädlingsflöde har man en utleveranstakt eller produktionstakt (PT), man har en genomloppstid (GTid) och man har produkter i arbete (PIA). För genomsnittsvärden gäller Littles formel så att GTid = PIA/PT men då även att PT = PIA/GTid. Så samma produktion kan man få fram med lite PIA och kort GTid men olyckligtvis också med mycket PIA och lång genomloppstid. Naturligtvis är kort genomloppstid och lite PIA att föredra. Men produkter i arbete kan inte heller vara hur lite som helst. Här kommer att beskrivas hur ”ett praktiskt värsta utfall av PIA” kan teoretiskt framräknas och jämföras emot, även ”ett minsta PIA”; samt tips om vad man måste göra för att få så kort genomloppstid som möjligt.</p>","","",""," ","","","","","","","","","2016-09-30","2016-09-30","2023-09-06"
"1635451","Segerstedt, Anders [anderss] (Luleå tekniska universitet [873550], Institutionen för ekonomi, teknik, konst och samhälle [884501], Industriell ekonomi [884502])","Produktion i ett flöde, om CONWIP, Täcktidsplanering m.m.","Konferensbidrag","Övrigt vetenskapligt","swe","","","","","","","","","","2021","","","","Logistikföreningen Plan","","","","","","","","","","","urn:nbn:se:ltu:diva-89118","","","","Transportteknik och logistik (20105)","Quality technology and logistics","","","","","","","","","","","","","","","","2022-02-07","2022-02-07","2022-02-07"
"1001909","Sellgren, Anders [asg] (Luleå tekniska universitet [873550], Institutionen för samhällsbyggnad och naturresurser [875006], Arkitektur och vatten [875036])","Stora regnmängder över gruvområden","Konferensbidrag","Övrigt vetenskapligt","swe","","","","","","","Konferens i mineralteknik","","","2006","","","","Föreningen Mineralteknisk Forskning / Swedish Mineral Processing Research Association","Meddelande från MinFo","0280-5480","","","","","","","","","urn:nbn:se:ltu:diva-28706","29986fb0-b144-11db-bf9d-000ea68e967b","","","Vattenteknik (20107)","Water Resources Engineering","","Godkänd; 2006; 20070122 (ysko)","","","",""," ","","","","","","","","","2016-09-30","2016-09-30","2023-09-06"
"1003023","Sellgren, Anders [asg] (Luleå tekniska universitet [873550], Institutionen för samhällsbyggnad och naturresurser [875006], Arkitektur och vatten [875036])","Transporthantering av avvattnat avloppsslam","Konferensbidrag","Övrigt vetenskapligt","swe","","","","","","","Konferens i mineralteknik : Luleå, Sweden February 4-5, 2003","","","2003","","","","MinFo","Meddelanden från Minfo","0280-5480","","","","","","","","","urn:nbn:se:ltu:diva-29797","3646cf10-ed36-11dd-8bf2-000ea68e967b","","","Vattenteknik (20107)","Water Resources Engineering","","Godkänd; 2003; 20090128 (andbra)","","","",""," ","","","","","","","","","2016-09-30","2016-09-30","2023-09-06"
